Price,Location,Mileage,Engine,Manufacturer,Year,Model,Fuel_Type
"Rs: 9,000,000",Panadura,"155,000",1500,Honda,2015,Grace,Hybrid
"Rs: 4,800,000",Kinniya,"41,000",1000,Suzuki,2017,Celerio,Petrol
"Rs: 8,300,000",Kurunegala,"120,000",690,Toyota,2008,Premio,Petrol
"Rs: 8,050,000",Habarakada,0,1000,Toyota,2018,Vitz,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kandy,"85,000",1000,Toyota,2017,Vitz,Petrol
"Rs: 14,575,000",Divulapitiya,"142,000",1500,Toyota,2018,Premio,Petrol
Negotiable,Adampan,0,650,Suzuki,2017,Wagon R,Hybrid
"Rs: 6,675,000",Kuruwita,0,1330,Honda,2009,Insight,Hybrid
Negotiable,Kohuwala,0,1000,Suzuki,2024,XBee,Hybrid
Negotiable,Kohuwala,0,650,Suzuki,2017,Wagon R,Hybrid
"Rs: 640,000",Piliyandala,0,1200,Nissan,1983,B310,Petrol
"Rs: 2,575,000",Gurudeniya,"79,288",800,Suzuki,2012,Maruti,Petrol
"Rs: 11,460,000",Ja-Ela,"201,500",2000,BMW,2011,3 Series,Diesel
"Rs: 5,900,000",Kohuwala,"50,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 17,900,000",Kohuwala,"58,000",1590,Mercedes Benz,2017,CLA,Petrol
"Rs: 1,275,000",Padukka,0,1500,Honda,1985,Civic,Petrol
"Rs: 5,800,000",Homagama,"181,000",1500,Honda,2004,Civic,Petrol
"Rs: 7,150,000",Pannipitiya,"45,000",1000,Toyota,2015,Vitz,Petrol
Negotiable,Kohuwala,"79,000",1000,Toyota,2018,Vitz,Petrol
"Rs: 7,900,000",Negombo,0,650,Suzuki,2025,Wagon R,Petrol
"Rs: 7,500,000",Negombo,0,650,Suzuki,2024,Wagon R,Petrol
"Rs: 7,400,000",Negombo,0,650,Suzuki,2023,Wagon R,Petrol
"Rs: 7,700,000",Makola,"180,000",1339,Honda,2008,Civic,Hybrid
"Rs: 5,790,000",Kadawatha,"91,000",1000,Perodua,2017,Axia,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 4,100,000",Maharagama,"100,000",0,Perodua,2013,Elite,Petrol
"Rs: 8,990,000",Battaramulla,"118,000",1500,Honda,2015,Grace,Hybrid
"Rs: 5,750,000",Vavuniya,"120,000",1259,Toyota,2005,Corolla,Petrol
Negotiable,Galle,"230,000",1500,Toyota,2002,Allion,Petrol
Negotiable,Divulapitiya,"169,000",1500,Toyota,2013,Premio,Petrol
"Rs: 1,575,000",Warakapola,"100,000",1300,Mazda,1990,Familia,Petrol
"Rs: 7,095,000",Panadura,"2,500",660,Suzuki,2024,Wagon R,Petrol
"Rs: 6,650,000",Pannipitiya,"64,000",660,Suzuki,2017,Wagon R,Petrol
"Rs: 7,400,000",Negombo,"22,194",650,Suzuki,2023,Wagon R,Petrol
"Rs: 2,000,000",Kahathuduwa,"125,000",800,Suzuki,2008,Alto,Petrol
Negotiable,Panadura,"82,000",650,Suzuki,2017,Wagon R,Petrol
Negotiable,Homagama,"750,000",1000,Toyota,2007,Belta,Petrol
"Rs: 12,900,000",Nugegoda,"120,000",2000,Audi,2013,A6,Diesel
"Rs: 7,400,000",Negombo,"17,567",650,Suzuki,2024,Wagon R,Petrol
"Rs: 7,400,000",Negombo,"3,000",650,Suzuki,2024,Wagon R,Petrol
"Rs: 9,200,000",Negombo,0,650,Suzuki,2023,Spacia,Petrol
"Rs: 8,500,000",Kirindiwela,"13,600",1500,Honda,2012,Insight,Petrol
"Rs: 3,900,000",Anuradhapura,"927,000",1000,Suzuki,2016,Alto,Petrol
Negotiable,Nikaweratiya,"84,000",1500,Toyota,2017,Premio,Petrol
Negotiable,Kadawatha,"93,000",1000,Suzuki,2017,Celerio,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 6,000,000",Wellawatta (Colombo 06),"38,050",1000,KIA,2017,Picanto,Petrol
Negotiable,Nikaweratiya,"125,000",1200,Toyota,2017,Vitz,Petrol
"Rs: 5,800,000",Nikaweratiya,"90,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 5,150,000",Boralesgamuwa,"180,000",1000,Toyota,2007,Vitz,Petrol
"Rs: 16,200,000",Panadura,"142,000",1800,Audi,2012,A6,Diesel
Negotiable,Colombo Fort (Colombo 01),700,990,Suzuki,2024,Spacia,Petrol
"Rs: 6,750,000",Baddegama,"143,000",1496,Toyota,2013,Aqua,Petrol
"Rs: 8,535,000",Kadawatha,0,658,Suzuki,2025,Wagon R,Hybrid
"Rs: 6,950,000",Nikaweratiya,"49,968",650,Suzuki,2018,Wagon R,Petrol
Negotiable,Negombo,0,1490,Honda,2014,Fit,Hybrid
Negotiable,Negombo,0,1490,Honda,2015,Fit,Hybrid
"Rs: 8,980,000",Bellanwila,"45,000",1000,Toyota,2024,Yaris,Hybrid
"Rs: 5,850,000",Vavuniya,"156,000",1000,Suzuki,2010,Swift,Petrol
"Rs: 6,300,000",Kiribathgoda,"183,000",1500,Toyota,2007,Belta,Petrol
"Rs: 2,750,000",Ruwanwella,"120,000",650,Daihatsu,2001,Hijet,Petrol
Negotiable,Gampaha,0,660,Suzuki,2023,Alto,Hybrid
"Rs: 3,750,000",Gampaha,"98,000",1500,Mitsubishi,1998,Galant,Petrol
Negotiable,Kurunegala,0,1200,Suzuki,2023,Swift,Petrol
"Rs: 7,400,000",Kurunegala,0,650,Suzuki,2024,Alto,Petrol
"Rs: 2,750,000",Matara,"100,000",1600,Ford,2000,Laser,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 2,500,000",Delgoda,"254,000",1500,Toyota,2001,Soluna,Petrol
Negotiable,Kohuwala,"62,000",1400,Audi,2018,A5,Petrol
"Rs: 5,300,000",Ragama,"87,275",1000,Toyota,2010,Passo,Petrol
"Rs: 7,750,000",Yakkala,"175,000",1500,Toyota,2012,Axio,Petrol
Negotiable,Kurunegala,"168,000",1800,Toyota,2008,Premio,Petrol
"Rs: 6,600,000",Agalawatta,"137,867",990,Toyota,2010,Vitz,Petrol
Negotiable,Kohuwala,"102,000",660,Suzuki,2016,Alto,Petrol
Negotiable,Kaduwela,0,1500,Toyota,2007,Allion,Petrol
"Rs: 2,200,000",Maharagama,"132,000",1450,Toyota,1992,Corolla,Petrol
"Rs: 2,550,000",Maharagama,"125,580",1970,Toyota,1991,Corolla,Diesel
Negotiable,Mahiyanganaya,"96,000",650,Suzuki,2017,Wagon R,Petrol
"Rs: 8,200,000",Kiribathkumbura,"56,000",990,Toyota,2017,Vitz,Petrol
"Rs: 13,500,000",Alutgama,"203,000",1490,Honda,2017,Vezel,Petrol
Negotiable,Avissawella,"170,000",1000,Suzuki,2015,Alto,Petrol
"Rs: 780,000",Dummalasuriya,0,1300,Toyota,1979,Corolla,Petrol
"Rs: 3,000,000",Ambalangoda,0,1000,Micro,2015,Panda,Petrol
"Rs: 4,000,000",Batticaloa,"41,000",999,Renault,2016,KWID,Petrol
"Rs: 13,250,000",Kotte,"75,000",1000,Honda,2017,Civic,Petrol
Negotiable,Puttalam,"180,500",1330,Honda,2009,Civic,Hybrid
Negotiable,Ibbagamuwa,"177,000",1500,Honda,2003,Civic,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kandy,"81,000",1000,Suzuki,2017,Swift,Petrol
Negotiable,Puttalam,"182,500",1330,Honda,2010,Civic,Hybrid
Negotiable,Wennappuwa,0,990,Nissan,2001,March,Petrol
"Rs: 2,800,000",Kadawatha,"158,100",1500,Hyundai,2001,Accent,Petrol
"Rs: 3,850,000",Deiyandara,"88,000",1200,Suzuki,2015,Alto,Petrol
"Rs: 1,750,000",Anuradhapura,"180,000",1500,Honda,2001,Civic,Petrol
"Rs: 5,100,000",Peradeniya,"93,000",650,Suzuki,2017,Alto,Hybrid
"Rs: 3,900,000",Anuradhapura,"103,000",800,Suzuki,2016,Alto,Petrol
"Rs: 4,250,000",Narammala,"276,545",1500,Mitsubishi,1999,Lancer,Petrol
"Rs: 7,100,000",Kegalle,"159,300",1500,Toyota,2008,Axio,Petrol
"Rs: 12,700,000",Malabe,"41,750",1400,Toyota,2013,Premio,Petrol
"Rs: 6,800,000",Gampaha,"740,000",998,Perodua,2019,Axia,Petrol
"Rs: 7,350,000",Kottawa,"21,000",660,Nissan,2023,Dayz,Petrol
"Rs: 7,600,000",Kalmunai,"141,000",1330,Toyota,2014,Aqua,Petrol
Negotiable,Ampara,"125,000",1330,Honda,2014,Fit,Hybrid
Negotiable,Kirulapone,0,1500,Toyota,2010,Premio,Petrol
Negotiable,Kirulapone,"70,000",1500,Toyota,2018,Premio,Petrol
"Rs: 5,250,000",Kirulapone,0,650,Suzuki,2015,Wagon R,Petrol
Negotiable,Kurunegala,"50,000",1500,Honda,2020,Civic,Petrol
"Rs: 5,850,000",Battaramulla,"251,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kurunegala,"180,000",1800,Toyota,2012,Prius,Petrol
"Rs: 6,400,000",Colombo Fort (Colombo 01),"260,000",1000,Toyota,2012,Aqua,Petrol
Negotiable,Dehiwala,"103,200",1300,Toyota,2016,Premio,Petrol
"Rs: 7,000,000",Kollupitiya (Colombo 03),"114,000",1000,Toyota,2017,Vitz,Petrol
Negotiable,Kollupitiya (Colombo 03),"2,000,000",1300,Toyota,2017,Premio,Petrol
Negotiable,Colombo Fort (Colombo 01),0,1450,Toyota,2014,Axio,Petrol
Negotiable,Kaduwela,0,1500,Toyota,2019,Premio,Petrol
"Rs: 6,495,000",Ampitiya,200,1490,Toyota,2007,Prius,Hybrid
"Rs: 6,400,000",Dematagoda (Colombo 09),"91,500",650,Nissan,2015,Dayz,Petrol
"Rs: 1,950,000",Bandarawela,0,800,Suzuki,2006,Maruti,Petrol
"Rs: 6,400,000",Kandy,140,658,Suzuki,2017,Wagon R,Petrol
"Rs: 7,700,000",Kandy,"130,000",1000,Toyota,2014,Aqua,Petrol
"Rs: 3,450,000",Kandy,"80,000",800,Suzuki,2002,Swift,Petrol
"Rs: 3,950,000",Ampara,"55,000",800,Suzuki,2015,Alto,Petrol
"Rs: 3,275,000",Gothatuwa,"181,000",1000,Perodua,2007,Kelisa,Petrol
"Rs: 6,975,000",Kotte,0,660,Daihatsu,2024,Mira,Petrol
"Rs: 4,000,000",Nikaweratiya,"170,000",1500,Nissan,2000,N 16,Petrol
"Rs: 3,300,000",Colombo Fort (Colombo 01),"101,000",1500,Toyota,2000,Soluna,Petrol
"Rs: 5,900,000",Colombo Fort (Colombo 01),"115,280",650,Suzuki,2018,Wagon R,Petrol
Negotiable,Kadawatha,0,1000,Suzuki,2016,Celerio,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 5,075,000",Kadawatha,"94,000",1000,Suzuki,2016,Celerio,Petrol
"Rs: 5,790,000",Kadawatha,"91,000",1000,Perodua,2017,Axia,Petrol
"Rs: 6,450,000",Kurunegala,"128,000",1000,Perodua,2019,Bezza,Petrol
"Rs: 5,825,000",Kadawatha,"140,000",1000,Toyota,2008,Vitz,Petrol
Negotiable,Padukka,"100,000",1500,Chery,2007,QQ,Petrol
Negotiable,Kadawatha,"96,000",1000,Suzuki,2016,Celerio,Petrol
Negotiable,Anuradhapura,"183,000",1500,Mazda,2004,Axela,Petrol
Negotiable,Bandarawela,"223,700",1500,Nissan,1991,Sunny,Petrol
Negotiable,Polonnaruwa,"120,000",1500,Proton,1987,Saga,Petrol
"Rs: 8,250,000",Delgoda,"58,000",1500,Mazda,2015,2,Petrol
"Rs: 5,700,000",Bibile,"120,000",1500,Mazda,2002,Familia,Petrol
"Rs: 6,600,000",Seeduwa,"940,000",666,Suzuki,2017,Wagon R,Petrol
Negotiable,Kalubowila,"117,000",1500,Toyota,2011,Premio,Petrol
"Rs: 7,450,000",Negombo,"143,000",1000,Toyota,2017,Vitz,Petrol
"Rs: 9,690,000",Hingurakgoda,"75,000",1300,Toyota,2020,Allion,Petrol
"Rs: 1,375,000",Alawwa,"75,000",1200,Daewoo,2000,Matiz,Petrol
"Rs: 3,380,000",Hingurakgoda,"75,000",1300,Nissan,1988,Cefiro,Petrol
Negotiable,Mulleriyawa New Town,"34,800",1000,Suzuki,2015,Celerio,Petrol
"Rs: 1,900,000",Kesbewa,"75,000",1300,Tata,2005,Indica,Petrol
"Rs: 6,690,000",Kekanadurra,"109,000",658,Suzuki,2018,Wagon R,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 7,500,000",Ganemulla,"75,000",1300,Toyota,2007,Axio,Petrol
"Rs: 13,000,000",Galle,"125,000",1500,Toyota,2018,Axio,Hybrid
"Rs: 4,600,000",Kelaniya,"65,000",814,Hyundai,2018,Eon,Petrol
"Rs: 3,875,000",Ganemulla,"75,000",1200,Suzuki,2015,Alto,Petrol
"Rs: 13,725,000",Delgoda,"163,000",1500,Toyota,2016,Prius,Hybrid
Negotiable,Baddegama,1,1500,Proton,2001,Wira,Petrol
"Rs: 5,450,000",Pettah (Colombo 11),"203,000",1500,Nissan,2006,Wingroad,Petrol
Negotiable,Kaduruwela,0,999,Honda,2025,City,Petrol
Negotiable,Kaduruwela,0,1000,Honda,2025,City,Petrol
Negotiable,Kaduruwela,0,2500,Toyota,1998,Crown,Diesel
Negotiable,Kaduruwela,0,990,Nissan,2025,Almera,Petrol
Negotiable,Kaduruwela,0,650,Mazda,2025,Flair,Petrol
"Rs: 3,395,000",Pelmadulla,"71,752",1000,Micro,2016,Panda,Petrol
"Rs: 8,300,000",Kurunegala,"160,000",1800,Toyota,2008,Premio,Petrol
"Rs: 5,200,000",Matara,"143,000",1500,Toyota,2003,Vios,Petrol
"Rs: 4,900,000",Karapitiya,"136,000",1000,Suzuki,2012,Wagon R,Petrol
Negotiable,Panadura,"36,000",1000,Toyota,2015,Vitz,Petrol
"Rs: 10,500,000",Maspotha,"147,000",1800,Toyota,2013,Prius,Hybrid
"Rs: 7,150,000",Chilaw,"139,000",1500,Toyota,2012,Aqua,Hybrid
"Rs: 8,490,000",Matara,"218,000",1500,Toyota,2013,Axio,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 5,690,000",Valaichenai,"280,000",1200,Toyota,2002,Corolla,Petrol
"Rs: 13,500,000",Malabe,"90,000",1500,Toyota,2016,Allion,Petrol
Negotiable,Gampola,"5,700",1000,Suzuki,2023,Wagon R,Hybrid
"Rs: 10,700,000",Kalawila Kiranthidiya,"125,000",1500,Honda,2016,Grace,Hybrid
"Rs: 3,995,000",Panadura,"91,000",1000,Micro,2018,Panda,Petrol
"Rs: 7,800,000",Kadawatha,"63,000",1000,Toyota,2018,Vitz,Petrol
"Rs: 3,750,000",Athurugiriya,"72,000",800,Renault,2016,KWID,Petrol
"Rs: 3,525,000",Athurugiriya,"65,000",800,Datsun,2017,Redi Go,Petrol
"Rs: 6,575,000",Wattala,"140,000",1300,Toyota,2008,Yaris,Petrol
"Rs: 8,500,000",Bandarawela,"139,000",1400,Toyota,2013,Avanza,Petrol
"Rs: 1,780,000",Kalagedihena,0,1300,Toyota,1988,Corona,Petrol
"Rs: 9,300,000",Ja-Ela,"270,000",1320,Honda,2013,Fit,Hybrid
"Rs: 6,450,000",Negombo,"186,100",1330,Honda,2011,Fit,Hybrid
"Rs: 8,900,000",Rajagiriya,"115,000",1500,Toyota,2013,Axio,Petrol
"Rs: 4,200,000",Galle,"33,000",800,Hyundai,2015,Eon,Petrol
"Rs: 2,950,000",Minuwangoda,"60,500",1000,Micro,2015,Panda,Petrol
Negotiable,Ganemulla,"125,000",660,Suzuki,2018,Wagon R,Hybrid
"Rs: 2,450,000",Talawatugoda,"119,000",800,Suzuki,2010,Maruti,Petrol
"Rs: 6,400,000",Ganemulla,"7,000",650,Daihatsu,2024,Mira,Petrol
"Rs: 6,550,000",Ganemulla,"1,000",650,Daihatsu,2025,Mira,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 6,000,000",Ratnapura,"67,790",660,Suzuki,2019,Alto,Petrol
Negotiable,Matale,0,1490,Toyota,1988,Corolla,Petrol
"Rs: 2,075,000",Matale,"218,000",1680,Nissan,1990,B13,Diesel
"Rs: 5,575,000",Piliyandala,"114,000",660,Suzuki,2016,Wagon R,Petrol
"Rs: 6,950,000",Kottawa,"6,600",660,Mitsubishi,2023,eK,Petrol
"Rs: 3,850,000",Homagama,"108,000",800,Suzuki,2015,Alto,Petrol
Negotiable,Alutgama,"1,234",1500,Toyota,2003,Allion,Petrol
"Rs: 7,900,000",Matara,"117,500",990,Suzuki,2017,Swift,Petrol
"Rs: 8,175,000",Hanwella,111,1500,Toyota,2015,Aqua,Hybrid
"Rs: 3,780,000",Piliyandala,"151,900",650,Suzuki,2004,Alto,Petrol
"Rs: 5,700,000",Athurugiriya,"5,500",1000,Suzuki,2017,Celerio,Petrol
"Rs: 8,200,000",Gampaha,"110,000",1800,Toyota,2007,Allion,Petrol
"Rs: 12,900,000",Kadawatha,"74,000",1500,Toyota,2018,Axio,Hybrid
"Rs: 3,290,000",Matara,0,800,Suzuki,2011,Alto,Petrol
"Rs: 43,500,000",Nittambuwa,"40,000",2979,BMW,2014,ActiveHybrid 7,Petrol
"Rs: 13,100,000",Kandy,"240,000",1500,Toyota,2015,Premio,Petrol
Negotiable,Dambulla,0,800,Suzuki,2014,Alto,Petrol
"Rs: 3,550,000",Kandy,"150,000",800,Suzuki,2014,Alto,Petrol
"Rs: 2,650,000",Anuradhapura,0,1000,Micro,2010,Panda,Petrol
"Rs: 4,750,000",Kelaniya,"91,000",1500,Nissan,2002,Sunny,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 7,800,000",Agalawatta,"186,000",1000,Toyota,2017,Vitz,Petrol
Negotiable,Kottawa,0,1500,Suzuki,2018,Swift,Petrol
Negotiable,Kaduwela,0,800,Tata,2012,Nano,Petrol
"Rs: 3,125,000",Kotikawatta,"87,000",1000,Zotye,2017,Z100,Petrol
"Rs: 7,300,000",Makola,"12,000",660,Daihatsu,2023,Tanto,Petrol
Negotiable,Wennappuwa,"67,000",1500,Toyota,2019,Premio,Petrol
"Rs: 6,900,000",Horana,N/A,N/A,N/A,N/A,N/A,N/A
"Rs: 8,250,000",Ampara,"195,000",1500,Toyota,2014,Aqua,Hybrid
"Rs: 8,257,000",Nawala,"130,000",1000,Suzuki,2017,Swift,Petrol
Negotiable,Battaramulla,150,1000,Nissan,2025,Almera,Petrol
Negotiable,Battaramulla,0,1000,Honda,2025,City,Petrol
Negotiable,Kurunegala,"120,000",1500,Toyota,2013,Premio,Petrol
Negotiable,Adampan,"67,000",1998,BMW,2018,M Series,Hybrid
Negotiable,Negombo,"106,000",1300,Suzuki,2017,Swift,Petrol
"Rs: 12,950,000",Gampaha,"66,000",998,Honda,2018,Civic,Petrol
Negotiable,Wariyapola,0,1500,Toyota,2014,Axio,Petrol
"Rs: 8,275,000",Rajagiriya,"14,500",660,Mitsubishi,2023,eK,Petrol
"Rs: 7,075,000",Baddegama,"210,000",1500,Toyota,2007,Axio,Petrol
"Rs: 9,600,000",Nugegoda,"80,000",1000,Honda,2014,Fit,Hybrid
"Rs: 3,895,000",Homagama,"104,000",800,Suzuki,2016,Alto,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 8,375,000",Rajagiriya,"1,000",660,Suzuki,2023,Wagon R,Hybrid
"Rs: 3,250,000",Beliatta,"1,003,000",1000,Geely,2017,Panda,Petrol
"Rs: 7,300,000",Boralesgamuwa,"140,000",1000,Toyota,2017,Vitz,Petrol
"Rs: 3,000,000",Kottawa,"154,000",1300,Toyota,1988,Starlet,Petrol
"Rs: 2,050,000",Yakkala,"93,000",624,Tata,2015,Nano,Petrol
"Rs: 7,200,000",Dehiwala,"159,400",1500,Honda,2012,Fit,Hybrid
"Rs: 9,075,000",Narahenpita (Colombo 05),"103,050",1500,Toyota,2013,Axio,Hybrid
"Rs: 6,500,000",Kurunegala,"88,000",1000,Toyota,2013,Vitz,Petrol
"Rs: 16,400,000",Matara,"126,000",1500,Toyota,2019,Premio,Petrol
"Rs: 7,000,000",Homagama,0,1299,Mitsubishi,2008,Lancer,Petrol
Negotiable,Kaduruwela,0,650,Toyota,2024,Pixis,Petrol
"Rs: 7,425,000",Kadawatha,"118,000",1000,Toyota,2016,Vitz,Petrol
"Rs: 6,550,000",Kegalle,"179,000",1490,Toyota,2002,Allion,Petrol
"Rs: 7,525,000",Kotte,"9,000",660,Mazda,2024,Flair,Hybrid
"Rs: 4,200,000",Welimada,"150,000",1800,Nissan,2002,Primera,Petrol
"Rs: 5,150,000",Piliyandala,"66,200",1000,Suzuki,2015,Celerio,Petrol
Negotiable,Kaduruwela,0,650,Suzuki,2025,Wagon R,Petrol
Negotiable,Kaduruwela,0,990,Suzuki,2025,Spacia,Petrol
Negotiable,Kaduruwela,0,660,Daihatsu,2024,Mira,Petrol
Negotiable,Kaduruwela,0,660,Daihatsu,2024,Mira,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kaduruwela,0,990,Nissan,2025,Dayz,Petrol
Negotiable,Kaduruwela,0,999,Honda,2025,City,Petrol
Negotiable,Kaduwela,0,2300,Toyota,2006,Allion,Petrol
Negotiable,Kurunegala,0,1500,Toyota,2018,Vitz,Petrol
"Rs: 5,550,000",Malabe,"132,000",1300,Suzuki,2008,Swift,Petrol
"Rs: 6,000,000",Kelaniya,"242,884",1300,Mitsubishi,2006,Lancer,Petrol
"Rs: 3,600,000",Ratnapura,"131,000",800,Suzuki,2003,Alto,Petrol
"Rs: 13,725,000",Delgoda,"163,000",1500,Toyota,2016,Prius,Hybrid
"Rs: 8,490,000",Matara,"218,000",1500,Toyota,2013,Axio,Hybrid
"Rs: 6,100,000",Kadawatha,"106,000",650,Suzuki,2016,Hustler,Petrol
"Rs: 13,000,000",Galle,"125,000",1500,Toyota,2018,Axio,Hybrid
"Rs: 6,450,000",Kandy,0,650,Suzuki,2018,Wagon R,Hybrid
"Rs: 7,150,000",Chilaw,"139,000",1500,Toyota,2012,Aqua,Hybrid
"Rs: 6,750,000",Gampaha,0,650,Daihatsu,2024,Mira,Petrol
"Rs: 8,900,000",Gampaha,0,660,Suzuki,2023,Spacia,Petrol
Negotiable,Katugastota,300,650,Suzuki,2024,Wagon R,Petrol
Negotiable,Kaduruwela,0,990,Daihatsu,2025,Taft,Petrol
Negotiable,Negombo,"132,000",1496,Honda,2013,Fit,Hybrid
"Rs: 8,850,000",Kochchikade,"40,000",1000,Toyota,2023,Yaris,Petrol
"Rs: 7,010,000",Kurunegala,"171,000",1500,Toyota,2012,Aqua,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 8,300,000",Kelaniya,"50,900",1000,Suzuki,2019,Baleno,Petrol
"Rs: 7,250,000",Gampaha,0,650,Suzuki,2024,Wagon R,Petrol
"Rs: 9,100,000",Negombo,"132,000",1496,Honda,2013,Fit,Hybrid
"Rs: 7,600,000",Sravasthipura,"171,136",1500,Toyota,2007,Axio,Petrol
"Rs: 8,800,000",Adampan,"100,000",1200,Honda,2016,Grace,Hybrid
Negotiable,Nittambuwa,0,1000,Mitsubishi,1998,Lancer,Petrol
"Rs: 7,900,000",Morontuduwa,"131,440",1000,Suzuki,2016,Baleno,Petrol
"Rs: 9,500,000",Kelaniya,"140,009",1000,Toyota,2024,Passo,Petrol
"Rs: 8,500,000",Kelaniya,"27,000",660,Suzuki,2023,Wagon R,Petrol
"Rs: 14,900,000",Kelaniya,0,1000,Honda,2025,City,Petrol
Negotiable,Kurunegala,"8,000",1000,Suzuki,2024,Spacia,Hybrid
Negotiable,Angoda,"90,000",2000,Audi,2018,A4,Petrol
Negotiable,Angoda,0,1500,Mercedes Benz,2023,E200,Petrol
"Rs: 4,250,000",Akuregoda,"150,000",1300,Nissan,2007,March,Petrol
"Rs: 9,500,000",Pannipitiya,"277,000",1500,Honda,2017,Grace,Hybrid
"Rs: 3,500,000",Kadawatha,"187,000",1500,Toyota,1992,Marino,Petrol
"Rs: 9,100,000",Kesbewa,"169,000",1500,Toyota,2008,Allion,Petrol
"Rs: 5,500,000",Kandy,0,650,Suzuki,2017,Wagon R,Hybrid
"Rs: 5,350,000",Anuradhapura,"115,000",1500,Toyota,2001,Corolla,Petrol
"Rs: 7,300,000",Anuradhapura,"12,000",660,Suzuki,2024,Wagon R,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 8,000,000",Kandy,0,00,Toyota,2018,Vitz,Petrol
"Rs: 5,500,000",Kandy,0,650,Suzuki,2014,Wagon R,Hybrid
